GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total
Summer,1956,Melbourne,Australia,34,Iceland,0,1,0,1
Summer,1956,Melbourne,Australia,35,Bahamas,0,0,1,1
Summer,1956,Melbourne,Australia,36,Uruguay,0,0,1,1
Summer,1956,Melbourne,Australia,37,Greece,0,0,1,1
Summer,1952,Helsinki,Finland,1,United States,40,19,17,76
Summer,1952,Helsinki,Finland,2,Soviet Union,22,30,19,71
Summer,1952,Helsinki,Finland,3,Hungary,16,10,16,42
Summer,1952,Helsinki,Finland,4,Sweden,12,13,10,35
Summer,1952,Helsinki,Finland,5,Germany,0,7,17,24
Summer,1952,Helsinki,Finland,6,Finland,6,3,13,22
Summer,1952,Helsinki,Finland,7,Italy,8,9,4,21
Summer,1952,Helsinki,Finland,8,France,6,6,6,18
Summer,1952,Helsinki,Finland,9,Switzerland,2,6,6,14
Summer,1952,Helsinki,Finland,10,Czechoslovakia,7,3,3,13
Summer,1952,Helsinki,Finland,11,Australia,6,2,3,11
Summer,1952,Helsinki,Finland,12,Great Britain,1,2,8,11
Summer,1952,Helsinki,Finland,13,South Africa,2,4,4,10
Summer,1952,Helsinki,Finland,14,Japan,1,6,2,9
Summer,1952,Helsinki,Finland,15,Iran,0,3,4,7
Summer,1952,Helsinki,Finland,16,Denmark,2,1,3,6
Summer,1952,Helsinki,Finland,17,Norway,3,2,0,5
Summer,1952,Helsinki,Finland,18,Jamaica,2,3,0,5
Summer,1952,Helsinki,Finland,19,Argentina,1,2,2,5
Summer,1952,Helsinki,Finland,20,Netherlands,0,5,0,5
Summer,1952,Helsinki,Finland,21,Belgium,2,2,0,4
Summer,1952,Helsinki,Finland,22,Poland,1,2,1,4
Summer,1952,Helsinki,Finland,23,Romania,1,1,2,4
Summer,1952,Helsinki,Finland,24,Turkey,2,0,1,3
Summer,1952,Helsinki,Finland,25,Canada,1,2,0,3
Summer,1952,Helsinki,Finland,26,Yugoslavia,1,2,0,3
Summer,1952,Helsinki,Finland,27,Brazil,1,0,2,3
Summer,1952,Helsinki,Finland,28,New Zealand,1,0,2,3
Summer,1952,Helsinki,Finland,29,India,1,0,1,2
Summer,1952,Helsinki,Finland,30,Chile,0,2,0,2
Summer,1952,Helsinki,Finland,31,Austria,0,1,1,2
Summer,1952,Helsinki,Finland,32,Lebanon,0,1,1,2
Summer,1952,Helsinki,Finland,33,South Korea,0,0,2,2
Summer,1952,Helsinki,Finland,34,Trinidad and Tobago,0,0,2,2
Summer,1952,Helsinki,Finland,35,Uruguay,0,0,2,2
Summer,1952,Helsinki,Finland,36,Luxembourg,1,0,0,1
Summer,1952,Helsinki,Finland,37,Ireland,0,1,0,1
Summer,1952,Helsinki,Finland,38,Spain,0,1,0,1
Summer,1952,Helsinki,Finland,39,Mexico,0,1,0,1
Summer,1952,Helsinki,Finland,40,Portugal,0,0,1,1
Summer,1952,Helsinki,Finland,41,Bulgaria,0,0,1,1
Summer,1952,Helsinki,Finland,42,Venezuela,0,0,1,1
Summer,1952,Helsinki,Finland,43,Egypt,0,0,1,1
Summer,1948,London,Great Britain,1,United States,38,27,19,84
Summer,1948,London,Great Britain,2,Sweden,17,11,18,46
Summer,1948,London,Great Britain,3,France,11,6,15,32
Summer,1948,London,Great Britain,4,Italy,9,12,10,31
Summer,1948,London,Great Britain,5,Hungary,10,5,13,28
Summer,1948,London,Great Britain,6,Great Britain,4,16,7,27
Summer,1948,London,Great Britain,7,Finland,10,8,6,24
Summer,1948,London,Great Britain,8,Switzerland,5,12,6,23
Summer,1948,London,Great Britain,9,Denmark,5,8,9,22
Summer,1948,London,Great Britain,10,Netherlands,5,2,9,16
Summer,1948,London,Great Britain,11,Australia,2,6,5,13
Summer,1948,London,Great Britain,12,Turkey,6,4,2,12
Summer,1948,London,Great Britain,13,Czechoslovakia,6,2,3,11
Summer,1948,London,Great Britain,14,Austria,2,2,4,8
Summer,1948,London,Great Britain,15,Argentina,3,3,1,7
Summer,1948,London,Great Britain,16,Belgium,2,2,3,7
Summer,1948,London,Great Britain,17,Norway,1,3,3,7
Summer,1948,London,Great Britain,18,South Africa,2,2,2,6
Summer,1948,London,Great Britain,19,Egypt,2,2,1,5
Summer,1948,London,Great Britain,20,Mexico,2,1,2,5
Summer,1948,London,Great Britain,21,Canada,0,2,2,4
Summer,1948,London,Great Britain,22,Jamaica,1,2,0,3
Summer,1948,London,Great Britain,23,Poland,1,0,1,2
Summer,1948,London,Great Britain,24,Yugoslavia,0,2,0,2
Summer,1948,London,Great Britain,25,Portugal,0,1,1,2
Summer,1948,London,Great Britain,26,Uruguay,0,1,1,2
Summer,1948,London,Great Britain,27,South Korea,0,0,2,2
Summer,1948,London,Great Britain,28,Panama,0,0,2,2
Summer,1948,London,Great Britain,29,India,1,0,0,1
Summer,1948,London,Great Britain,30,Peru,1,0,0,1
Summer,1948,London,Great Britain,31,Cuba,0,1,0,1
Summer,1948,London,Great Britain,32,Trinidad and Tobago,0,1,0,1
Summer,1948,London,Great Britain,33,Sri Lanka,0,1,0,1
Summer,1948,London,Great Britain,34,Spain,0,1,0,1
Summer,1948,London,Great Britain,35,Puerto Rico,0,0,1,1
Summer,1948,London,Great Britain,36,Iran,0,0,1,1
Summer,1948,London,Great Britain,37,Brazil,0,0,1,1
Summer,1948,London,Great Britain,38,Ireland,0,0,1,1
Summer,1936,Berlin,Germany,1,Germany,38,31,32,101
Summer,1936,Berlin,Germany,2,United States,24,21,12,57
Summer,1936,Berlin,Germany,3,Italy,9,13,5,27
Summer,1936,Berlin,Germany,4,Sweden,6,5,10,21
Summer,1936,Berlin,Germany,5,Finland,8,6,6,20
Summer,1936,Berlin,Germany,6,Japan,6,4,10,20
Summer,1936,Berlin,Germany,7,France,7,6,6,19
Summer,1936,Berlin,Germany,8,Switzerland,4,9,5,18
Summer,1936,Berlin,Germany,9,Netherlands,6,4,7,17
Summer,1936,Berlin,Germany,10,Austria,5,7,5,17
Summer,1936,Berlin,Germany,11,Hungary,10,1,5,16
Summer,1936,Berlin,Germany,12,Great Britain,4,7,3,14
Summer,1936,Berlin,Germany,13,Czechoslovakia,3,5,1,9
Summer,1936,Berlin,Germany,14,Canada,1,3,5,9
Summer,1936,Berlin,Germany,15,Poland,0,4,5,9
Summer,1936,Berlin,Germany,16,Argentina,2,2,3,7
Summer,1936,Berlin,Germany,17,Estonia,2,2,3,7
Summer,1936,Berlin,Germany,18,Norway,1,3,2,6
Summer,1936,Berlin,Germany,19,Egypt,2,1,2,5
Summer,1936,Berlin,Germany,20,Denmark,0,2,3,5
Summer,1936,Berlin,Germany,21,Mexico,0,0,3,3
Summer,1936,Berlin,Germany,22,Belgium,0,0,3,3
Summer,1936,Berlin,Germany,23,Turkey,1,0,1,2
Summer,1936,Berlin,Germany,24,Latvia,0,1,1,2
Summer,1936,Berlin,Germany,25,India,1,0,0,1
Summer,1936,Berlin,Germany,26,New Zealand,1,0,0,1
Summer,1936,Berlin,Germany,27,South Africa,0,1,0,1
Summer,1936,Berlin,Germany,28,Romania,0,1,0,1
Summer,1936,Berlin,Germany,29,Yugoslavia,0,1,0,1
Summer,1936,Berlin,Germany,30,Philippines,0,0,1,1
Summer,1936,Berlin,Germany,31,Australia,0,0,1,1
Summer,1936,Berlin,Germany,32,Portugal,0,0,1,1
Summer,1932,Los Angeles,United States,1,United States,44,36,30,110
Summer,1932,Los Angeles,United States,2,Italy,12,12,12,36
Summer,1932,Los Angeles,United States,3,Finland,5,8,12,25
Summer,1932,Los Angeles,United States,4,Sweden,10,5,9,24
Summer,1932,Los Angeles,United States,5,Germany,5,12,7,24
Summer,1932,Los Angeles,United States,6,France,11,5,4,20
Summer,1932,Los Angeles,United States,7,Japan,7,7,4,18
Summer,1932,Los Angeles,United States,8,Great Britain,5,7,5,17
Summer,1932,Los Angeles,United States,9,Hungary,6,5,5,16
Summer,1932,Los Angeles,United States,10,Canada,2,5,9,16
Summer,1932,Los Angeles,United States,11,Poland,3,2,4,9
Summer,1932,Los Angeles,United States,12,Netherlands,2,5,1,8
Summer,1932,Los Angeles,United States,13,Denmark,0,5,3,8
Summer,1932,Los Angeles,United States,14,Czechoslovakia,1,3,2,6
Summer,1932,Los Angeles,United States,15,Australia,3,1,1,5
Summer,1932,Los Angeles,United States,16,South Africa,2,0,3,5
Summer,1932,Los Angeles,United States,17,Austria,1,1,3,5
Summer,1932,Los Angeles,United States,18,Argentina,3,1,0,4
Summer,1932,Los Angeles,United States,19,Philippines,0,0,3,3
Summer,1932,Los Angeles,United States,20,Ireland,2,0,0,2
Summer,1932,Los Angeles,United States,21,Mexico,0,2,0,2
Summer,1932,Los Angeles,United States,22,India,1,0,0,1
Summer,1932,Los Angeles,United States,23,Latvia,0,1,0,1
Summer,1932,Los Angeles,United States,24,New Zealand,0,1,0,1
Summer,1932,Los Angeles,United States,25,Switzerland,0,1,0,1
Summer,1932,Los Angeles,United States,26,Spain,0,0,1,1
Summer,1932,Los Angeles,United States,27,Uruguay,0,0,1,1
Summer,1932,Los Angeles,United States,28,Belgium,0,0,1,1
Summer,1928,Amsterdam,Netherlands,1,United States,22,18,16,56
Summer,1928,Amsterdam,Netherlands,2,Germany,11,9,19,39
Summer,1928,Amsterdam,Netherlands,3,Finland,8,8,9,25
Summer,1928,Amsterdam,Netherlands,4,France,7,12,6,25
Summer,1928,Amsterdam,Netherlands,5,Sweden,7,6,12,25
Summer,1928,Amsterdam,Netherlands,6,Netherlands,8,10,5,23
Summer,1928,Amsterdam,Netherlands,7,Great Britain,4,11,7,22
Summer,1928,Amsterdam,Netherlands,8,Italy,7,6,7,20
Summer,1928,Amsterdam,Netherlands,9,Switzerland,7,6,4,17
Summer,1928,Amsterdam,Netherlands,10,Canada,4,4,7,15
Summer,1928,Amsterdam,Netherlands,11,Hungary,5,5,0,10
Summer,1928,Amsterdam,Netherlands,12,Denmark,3,2,4,9
Summer,1928,Amsterdam,Netherlands,13,Czechoslovakia,2,5,2,9
Summer,1928,Amsterdam,Netherlands,14,Argentina,3,3,1,7
Summer,1928,Amsterdam,Netherlands,15,Poland,2,1,4,7
Summer,1928,Amsterdam,Netherlands,16,Japan,2,2,1,5
Summer,1928,Amsterdam,Netherlands,17,Estonia,2,1,2,5
Summer,1928,Amsterdam,Netherlands,18,Yugoslavia,1,1,3,5
Summer,1928,Amsterdam,Netherlands,19,Austria,3,0,1,4
Summer,1928,Amsterdam,Netherlands,20,Egypt,2,1,1,4
Summer,1928,Amsterdam,Netherlands,21,Australia,1,2,1,4
Summer,1928,Amsterdam,Netherlands,22,Norway,1,2,1,4
Summer,1928,Amsterdam,Netherlands,23,South Africa,1,0,2,3
Summer,1928,Amsterdam,Netherlands,24,Belgium,0,1,2,3
Summer,1928,Amsterdam,Netherlands,25,New Zealand,1,0,0,1
Summer,1928,Amsterdam,Netherlands,26,Uruguay,1,0,0,1
Summer,1928,Amsterdam,Netherlands,27,India,1,0,0,1
Summer,1928,Amsterdam,Netherlands,28,Ireland,1,0,0,1
Summer,1928,Amsterdam,Netherlands,29,Spain,1,0,0,1
Summer,1928,Amsterdam,Netherlands,30,Luxembourg,1,0,0,1
Summer,1928,Amsterdam,Netherlands,31,Chile,0,1,0,1
Summer,1928,Amsterdam,Netherlands,32,Haiti,0,1,0,1
Summer,1928,Amsterdam,Netherlands,33,Philippines,0,0,1,1
Summer,1928,Amsterdam,Netherlands,34,Portugal,0,0,1,1
Summer,1924,Paris,France,1,United States,45,27,27,99
Summer,1924,Paris,France,2,France,14,15,12,41
Summer,1924,Paris,France,3,Finland,14,13,10,37
Summer,1924,Paris,France,4,Great Britain,9,14,12,35
Summer,1924,Paris,France,5,Sweden,4,13,12,29
Summer,1924,Paris,France,6,Switzerland,7,8,10,25
Summer,1924,Paris,France,7,Italy,8,3,5,16
Summer,1924,Paris,France,8,Belgium,3,7,3,13
Summer,1924,Paris,France,9,Netherlands,4,1,6,11
Summer,1924,Paris,France,10,Denmark,2,6,3,11
Summer,1924,Paris,France,11,Norway,5,2,3,10
Summer,1924,Paris,France,12,Hungary,2,4,4,10
Summer,1924,Paris,France,13,Czechoslovakia,1,4,5,10
Summer,1924,Paris,France,14,Australia,3,1,2,6
Summer,1924,Paris,France,15,Argentina,1,3,2,6
Summer,1924,Paris,France,16,Estonia,1,1,4,6
Summer,1924,Paris,France,17,Canada,0,3,1,4
Summer,1924,Paris,France,18,Austria,0,3,1,4
Summer,1924,Paris,France,19,South Africa,1,1,1,3
Summer,1924,Paris,France,20,Yugoslavia,2,0,0,2
Summer,1924,Paris,France,21,Luxembourg,1,1,0,2
Summer,1924,Paris,France,22,Poland,0,1,1,2
Summer,1924,Paris,France,23,Ireland,0,1,1,2
Summer,1924,Paris,France,24,Uruguay,1,0,0,1
Summer,1924,Paris,France,25,Greece,1,0,0,1
Summer,1924,Paris,France,26,Romania,0,0,1,1
Summer,1924,Paris,France,27,New Zealand,0,0,1,1
Summer,1924,Paris,France,28,Haiti,0,0,1,1
Summer,1924,Paris,France,29,Portugal,0,0,1,1
Summer,1924,Paris,France,30,Japan,0,0,1,1
Summer,1924,Paris,France,31,Monaco,0,0,1,1
Summer,1920,Antwerpen,Belgium,1,United States,41,27,27,95
Summer,1920,Antwerpen,Belgium,2,Sweden,19,20,25,64
Summer,1920,Antwerpen,Belgium,3,Great Britain,14,16,13,43
Summer,1920,Antwerpen,Belgium,4,Belgium,16,12,14,42
Summer,1920,Antwerpen,Belgium,5,France,9,20,13,42
Summer,1920,Antwerpen,Belgium,6,Finland,15,10,9,34
Summer,1920,Antwerpen,Belgium,7,Norway,13,10,9,32
Summer,1920,Antwerpen,Belgium,8,Italy,14,6,5,25
Summer,1920,Antwerpen,Belgium,9,Denmark,3,9,1,13
Summer,1920,Antwerpen,Belgium,10,Netherlands,4,2,5,11
Summer,1920,Antwerpen,Belgium,11,Switzerland,2,2,7,11
Summer,1920,Antwerpen,Belgium,12,South Africa,3,4,3,10
Summer,1920,Antwerpen,Belgium,13,Canada,3,3,3,9
Summer,1920,Antwerpen,Belgium,14,Estonia,1,2,0,3
Summer,1920,Antwerpen,Belgium,15,Brazil,1,1,1,3
Summer,1920,Antwerpen,Belgium,16,Australia,0,2,1,3
Summer,1920,Antwerpen,Belgium,17,Spain,0,2,0,2
Summer,1920,Antwerpen,Belgium,18,Japan,0,2,0,2
Summer,1920,Antwerpen,Belgium,19,Czechoslovakia,0,0,2,2
Summer,1920,Antwerpen,Belgium,20,Luxembourg,0,1,0,1
Summer,1920,Antwerpen,Belgium,21,Greece,0,1,0,1
Summer,1920,Antwerpen,Belgium,22,New Zealand,0,0,1,1
Summer,1912,Stockholm,Sweden,1,Sweden,24,24,17,65
Summer,1912,Stockholm,Sweden,2,United States,26,19,19,64
Summer,1912,Stockholm,Sweden,3,Great Britain,10,15,16,41
Summer,1912,Stockholm,Sweden,4,Finland,9,8,9,26
Summer,1912,Stockholm,Sweden,5,Germany,6,13,7,26
Summer,1912,Stockholm,Sweden,6,France,7,5,3,15
Summer,1912,Stockholm,Sweden,7,Denmark,1,6,5,12
Summer,1912,Stockholm,Sweden,8,Norway,4,1,5,10
Summer,1912,Stockholm,Sweden,9,Italy,5,1,2,8
Summer,1912,Stockholm,Sweden,10,Canada,3,2,3,8
Summer,1912,Stockholm,Sweden,11,Hungary,3,2,3,8
Summer,1912,Stockholm,Sweden,12,Australasia,2,2,3,7
Summer,1912,Stockholm,Sweden,13,South Africa,4,2,0,6
Summer,1912,Stockholm,Sweden,14,Belgium,2,1,3,6
Summer,1912,Stockholm,Sweden,15,Russia,0,2,3,5
Summer,1912,Stockholm,Sweden,16,Austria,0,2,2,4
Summer,1912,Stockholm,Sweden,17,Netherlands,0,0,3,3
Summer,1912,Stockholm,Sweden,18,Greece,1,0,1,2
Summer,1912,Stockholm,Sweden,19,Switzerland,1,0,0,1
Summer,1908,London,Great Britain,1,Great Britain,56,51,39,146
Summer,1908,London,Great Britain,2,United States,23,12,12,47
Summer,1908,London,Great Britain,3,Sweden,8,6,11,25
Summer,1908,London,Great Britain,4,France,5,5,9,19
Summer,1908,London,Great Britain,5,Canada,3,3,10,16
Summer,1908,London,Great Britain,6,Germany,3,5,5,13
Summer,1908,London,Great Britain,7,Hungary,3,4,2,9
Summer,1908,London,Great Britain,8,Norway,2,3,3,8
Summer,1908,London,Great Britain,9,Belgium,1,5,2,8
Summer,1908,London,Great Britain,10,Australasia,1,2,2,5
Summer,1908,London,Great Britain,11,Finland,1,1,3,5
Summer,1908,London,Great Britain,12,Denmark,0,2,3,5
Summer,1908,London,Great Britain,13,Italy,2,2,0,4
Summer,1908,London,Great Britain,14,Greece,0,3,1,4
Summer,1908,London,Great Britain,15,Russia,1,2,0,3
Summer,1908,London,Great Britain,16,South Africa,1,1,0,2
Summer,1908,London,Great Britain,17,Netherlands,0,0,2,2
Summer,1908,London,Great Britain,18,Bohemia,0,0,2,2
Summer,1908,London,Great Britain,19,Austria,0,0,1,1
Summer,1906,Athina,Greece,1,France,15,9,16,40
Summer,1906,Athina,Greece,2,Greece,8,13,13,34
Summer,1906,Athina,Greece,3,United States,12,6,6,24
Summer,1906,Athina,Greece,4,Great Britain,8,11,5,24
Summer,1906,Athina,Greece,5,Italy,7,6,3,16
Summer,1906,Athina,Greece,6,Germany,4,6,5,15
Summer,1906,Athina,Greece,7,Sweden,2,5,7,14
Summer,1906,Athina,Greece,8,Hungary,2,5,3,10
Summer,1906,Athina,Greece,9,Austria,3,3,3,9
Summer,1906,Athina,Greece,10,Switzerland,4,3,1,8
Summer,1906,Athina,Greece,11,Denmark,3,2,1,6
Summer,1906,Athina,Greece,12,Belgium,2,1,3,6
Summer,1906,Athina,Greece,13,Finland,2,1,1,4
Summer,1906,Athina,Greece,14,Netherlands,0,1,2,3
Summer,1906,Athina,Greece,15,Australia,0,0,3,3
Summer,1906,Athina,Greece,16,Canada,1,1,0,2
Summer,1906,Athina,Greece,17,Norway,1,1,0,2
Summer,1906,Athina,Greece,18,Mixed team,0,2,0,2
Summer,1906,Athina,Greece,19,Bohemia,0,0,2,2
Summer,1904,St. Louis,United States,1,United States,76,78,77,231
Summer,1904,St. Louis,United States,2,Germany,4,5,6,15
Summer,1904,St. Louis,United States,3,Canada,4,1,1,6
Summer,1904,St. Louis,United States,4,Hungary,2,1,1,4
Summer,1904,St. Louis,United States,5,Mixed team,2,1,1,4
Summer,1904,St. Louis,United States,6,Australia,0,3,1,4
Summer,1904,St. Louis,United States,7,Cuba,3,0,0,3
Summer,1904,St. Louis,United States,8,Austria,1,1,1,3
Summer,1904,St. Louis,United States,9,Switzerland,1,0,2,3
Summer,1904,St. Louis,United States,10,Norway,2,0,0,2
Summer,1904,St. Louis,United States,11,Great Britain,1,1,0,2
Summer,1904,St. Louis,United States,12,Greece,1,0,1,2
Summer,1904,St. Louis,United States,13,France,0,1,0,1
Summer,1900,Paris,France,1,France,27,39,37,103
Summer,1900,Paris,France,2,United States,19,14,14,47
Summer,1900,Paris,France,3,Great Britain,15,8,9,32
Summer,1900,Paris,France,4,Mixed team,7,4,7,18
Summer,1900,Paris,France,5,Belgium,6,7,4,17
Summer,1900,Paris,France,6,Switzerland,6,2,1,9
Summer,1900,Paris,France,7,Germany,4,3,2,9
Summer,1900,Paris,France,8,Denmark,1,3,2,6
Summer,1900,Paris,France,9,Netherlands,1,2,3,6
Summer,1900,Paris,France,10,Austria,0,3,3,6
Summer,1900,Paris,France,11,Italy,3,2,0,5
Summer,1900,Paris,France,12,Australia,2,0,3,5
Summer,1900,Paris,France,13,Hungary,1,2,2,5
Summer,1900,Paris,France,14,Norway,0,2,3,5
Summer,1900,Paris,France,15,Cuba,1,1,0,2
Summer,1900,Paris,France,16,Canada,1,0,1,2
Summer,1900,Paris,France,17,India,0,2,0,2
Summer,1900,Paris,France,18,Bohemia,0,1,1,2
Summer,1900,Paris,France,19,Spain,1,0,0,1
Summer,1900,Paris,France,20,Luxembourg,1,0,0,1
Summer,1900,Paris,France,21,Sweden,0,0,1,1
Summer,1896,Athina,Greece,1,Greece,10,18,19,47
Summer,1896,Athina,Greece,2,United States,11,7,2,20
Summer,1896,Athina,Greece,3,Germany,6,5,2,13
Summer,1896,Athina,Greece,4,France,5,4,2,11
Summer,1896,Athina,Greece,5,Great Britain,2,3,2,7
Summer,1896,Athina,Greece,6,Hungary,2,1,3,6
Summer,1896,Athina,Greece,7,Denmark,1,2,3,6
Summer,1896,Athina,Greece,8,Austria,2,1,2,5
Summer,1896,Athina,Greece,9,Switzerland,1,2,0,3
Summer,1896,Athina,Greece,10,Australia,2,0,0,2
Summer,1896,Athina,Greece,11,Mixed team,1,0,1,2
